CarCompany,AccidentArea,OwnerGender,OwnerAge,Fault,CarCategory,CarPrice,IsFraud,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,BasePolicy,IsAddressChanged,PastNumberOfClaims
Chevrolet,Urban,Male,28,Policy Holder,Sedan,23618,1,No,No,External,0,All Perils,No,0
Pontiac,Rural,Male,41,Policy Holder,Sedan,20512,1,No,No,External,5,Collision,No,1
Toyota,Urban,Male,54,Policy Holder,Sedan,24176,1,No,No,External,5,Collision,No,1
Saturn,Urban,Male,44,Policy Holder,Sedan,37425,1,No,No,External,0,Collision,No,2
Ford,Urban,Male,64,Policy Holder,Sedan,55088,1,No,No,External,6,All Perils,No,3
Pontiac,Rural,Male,41,Policy Holder,Sedan,27647,1,No,No,External,4,Collision,No,1
Toyota,Urban,Male,38,Policy Holder,Sedan,23065,1,No,No,External,0,Collision,No,1
Pontiac,Urban,Male,33,Policy Holder,Sedan,34181,1,No,No,External,0,Collision,No,1
Chevrolet,Urban,Male,38,Policy Holder,Sedan,36799,1,No,No,External,2,Collision,No,2
Toyota,Urban,Male,29,Policy Holder,Sedan,33122,1,No,No,External,0,Collision,No,2
Toyota,Urban,Male,51,Policy Holder,Sedan,27149,1,No,No,External,0,Collision,No,0
Honda,Urban,Male,46,Policy Holder,Sedan,24073,1,No,No,External,3,Collision,No,1
Pontiac,Urban,Female,27,Policy Holder,Sedan,23312,1,No,No,External,0,Collision,No,0
Honda,Urban,Male,43,Policy Holder,Sedan,28244,1,No,No,External,7,All Perils,No,1
Toyota,Urban,Male,21,Policy Holder,Sedan,26480,1,No,No,External,1,Collision,No,0
Toyota,Urban,Male,31,Policy Holder,Sedan,26916,1,No,No,External,7,All Perils,No,0
Honda,Urban,Male,47,Policy Holder,Sedan,24285,1,No,No,External,0,Collision,No,0
Toyota,Urban,Male,32,Policy Holder,Sedan,20845,1,No,No,External,6,All Perils,No,6
Pontiac,Urban,Male,38,Policy Holder,Sedan,26595,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,42,Policy Holder,Sedan,25852,1,No,No,External,0,All Perils,No,1
Toyota,Urban,Male,29,Policy Holder,Sedan,37931,1,No,No,External,0,Collision,No,2
Toyota,Urban,Female,35,Policy Holder,Sedan,27501,1,No,No,External,7,All Perils,No,4
Pontiac,Urban,Male,32,Policy Holder,Sedan,17187,1,No,No,External,0,Collision,No,0
Toyota,Urban,Male,33,Policy Holder,Sedan,14778,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,21,Policy Holder,Sedan,23801,1,No,No,External,0,Collision,No,3
Pontiac,Urban,Male,34,Policy Holder,Sedan,26384,1,No,No,External,0,All Perils,No,0
Ford,Urban,Male,30,Policy Holder,Sedan,21216,1,No,No,External,7,All Perils,No,3
Toyota,Rural,Male,27,Policy Holder,Sedan,21323,1,No,No,External,0,Collision,No,0
Toyota,Rural,Female,28,Policy Holder,Sedan,21546,1,No,No,External,0,All Perils,No,4
Honda,Urban,Male,30,Policy Holder,Sedan,32637,1,No,No,External,6,Collision,No,2
Honda,Urban,Male,35,Policy Holder,Sedan,21147,1,No,No,External,1,Collision,No,3
Mazda,Urban,Male,37,Policy Holder,Sedan,31420,1,No,No,External,0,Collision,No,0
Pontiac,Urban,Male,48,Policy Holder,Sedan,27536,1,No,No,External,0,Collision,No,0
Honda,Urban,Male,30,Policy Holder,Sedan,20105,1,No,No,External,4,Collision,No,0
Mazda,Urban,Female,30,Policy Holder,Sedan,27241,1,No,No,External,2,Collision,No,0
Honda,Urban,Male,32,Policy Holder,Sedan,27970,1,No,No,External,0,Collision,No,4
Mazda,Urban,Male,41,Policy Holder,Sedan,21383,1,No,No,External,0,All Perils,No,1
Chevrolet,Urban,Male,38,Policy Holder,Sedan,34278,1,No,No,External,2,Collision,No,2
Pontiac,Rural,Female,54,Policy Holder,Sedan,28261,1,No,No,External,0,Collision,No,0
Mercury,Urban,Male,36,Policy Holder,Sedan,22473,1,No,No,External,7,All Perils,No,1
Pontiac,Urban,Male,39,Policy Holder,Sedan,25347,1,No,No,External,6,Collision,No,6
Mazda,Rural,Male,39,Policy Holder,Sedan,48170,1,No,No,External,3,Collision,No,1
Ford,Urban,Male,30,Policy Holder,Sedan,23577,1,No,No,External,7,All Perils,No,4
Pontiac,Urban,Male,32,Policy Holder,Sedan,35500,1,No,No,External,4,All Perils,No,0
Pontiac,Urban,Male,22,Policy Holder,Sedan,17790,1,Yes,No,External,7,All Perils,No,4
Toyota,Urban,Male,53,Policy Holder,Sport,20820,1,No,No,External,2,Liability,No,3
Toyota,Urban,Male,57,Policy Holder,Sedan,26241,1,No,No,External,7,All Perils,Yes,4
Toyota,Urban,Male,40,Policy Holder,Sedan,25205,1,No,No,External,0,All Perils,No,1
Mazda,Urban,Male,34,Policy Holder,Sedan,25606,1,No,No,External,7,All Perils,No,0
Pontiac,Urban,Male,28,Policy Holder,Sedan,37164,1,No,No,External,6,All Perils,No,1
Pontiac,Urban,Male,33,Policy Holder,Sedan,12799,1,No,No,External,0,All Perils,No,1
Pontiac,Urban,Male,32,Policy Holder,Sedan,23419,1,No,No,External,6,All Perils,No,1
Toyota,Urban,Male,26,Policy Holder,Sedan,21532,1,No,No,External,2,Collision,No,0
Chevrolet,Urban,Female,49,Policy Holder,Sedan,25081,1,No,No,External,3,Collision,No,2
Honda,Urban,Male,32,Policy Holder,Sedan,26166,1,No,No,External,0,Collision,No,2
Pontiac,Urban,Male,29,Policy Holder,Sedan,23524,1,No,No,External,0,All Perils,No,1
Mazda,Urban,Male,60,Policy Holder,Sedan,22896,1,No,No,External,0,Collision,No,1
Toyota,Urban,Male,56,Policy Holder,Sedan,23188,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,34,Policy Holder,Sedan,33580,1,No,No,External,7,Collision,No,6
Pontiac,Rural,Male,54,Policy Holder,Sedan,34145,1,No,No,External,0,Collision,No,1
Honda,Urban,Male,35,Policy Holder,Sedan,23436,1,No,No,External,3,All Perils,No,0
Saab,Urban,Male,34,Policy Holder,Sedan,36353,1,No,No,External,6,All Perils,No,3
Pontiac,Urban,Male,39,Policy Holder,Sedan,21441,1,No,No,External,1,All Perils,No,1
Pontiac,Rural,Male,28,Policy Holder,Sedan,32894,1,No,No,External,0,Collision,No,4
Mazda,Rural,Male,29,Policy Holder,Sedan,27613,1,No,No,External,0,Collision,No,1
Honda,Urban,Male,58,Policy Holder,Sedan,28018,1,No,No,External,0,Collision,No,0
Mazda,Rural,Male,46,Policy Holder,Sedan,31308,1,No,No,External,0,Collision,No,0
Pontiac,Urban,Male,31,Policy Holder,Sedan,19977,1,No,No,External,0,All Perils,No,1
Honda,Urban,Male,30,Policy Holder,Sedan,22326,1,No,No,External,4,Collision,No,0
Mazda,Urban,Male,35,Policy Holder,Sedan,24162,1,No,No,External,3,All Perils,No,1
Pontiac,Urban,Female,53,Policy Holder,Sedan,26471,1,No,No,External,0,All Perils,No,1
Ford,Rural,Male,34,Policy Holder,Sedan,20787,1,No,No,External,0,Collision,No,4
Toyota,Urban,Male,29,Policy Holder,Sedan,27875,1,No,No,External,7,All Perils,No,1
Toyota,Urban,Male,65,Policy Holder,Sedan,26823,1,No,No,External,7,All Perils,No,1
Pontiac,Urban,Male,44,Policy Holder,Sedan,17780,1,No,No,External,2,All Perils,No,4
Mazda,Urban,Female,31,Policy Holder,Sedan,27893,1,No,No,External,7,Collision,No,4
Accura,Urban,Male,39,Policy Holder,Sedan,35072,1,No,No,External,0,Collision,No,4
Mazda,Urban,Male,38,Policy Holder,Sedan,28171,1,No,No,External,2,All Perils,No,1
Pontiac,Urban,Female,28,Policy Holder,Sedan,28211,1,No,No,External,0,All Perils,No,2
Chevrolet,Rural,Male,42,Policy Holder,Sport,32828,1,No,No,External,0,Liability,No,2
Honda,Urban,Male,30,Policy Holder,Sedan,23968,1,No,No,External,4,Collision,No,0
Honda,Rural,Female,31,Policy Holder,Sedan,10669,1,No,No,External,0,All Perils,No,1
Toyota,Urban,Male,40,Policy Holder,Sedan,27698,1,No,No,External,2,All Perils,No,1
Toyota,Urban,Male,31,Policy Holder,Sedan,27907,1,No,No,External,0,Collision,No,5
Pontiac,Urban,Female,35,Policy Holder,Sedan,12022,1,No,No,External,6,All Perils,No,1
Mazda,Urban,Male,27,Policy Holder,Sedan,28004,1,No,No,External,7,Collision,No,3
Pontiac,Urban,Male,30,Policy Holder,Sport,35930,1,No,No,External,7,Liability,No,5
Honda,Urban,Female,62,Policy Holder,Sedan,27765,1,No,No,External,1,All Perils,No,6
Mazda,Urban,Male,35,Policy Holder,Sedan,27872,1,No,No,External,4,All Perils,No,1
Honda,Urban,Male,41,Policy Holder,Sedan,31619,1,No,No,External,0,Collision,No,4
Mazda,Urban,Male,23,Policy Holder,Sedan,18233,1,No,No,External,7,All Perils,No,1
Pontiac,Urban,Male,57,Policy Holder,Sedan,36187,1,No,No,External,3,Collision,No,5
Mazda,Urban,Male,27,Policy Holder,Sedan,22197,1,No,No,External,6,Collision,No,4
Honda,Urban,Female,54,Policy Holder,Sedan,24154,1,No,No,External,6,Collision,No,2
Chevrolet,Urban,Male,45,Policy Holder,Sedan,35993,1,No,No,External,6,Collision,No,4
Accura,Urban,Male,45,Policy Holder,Sport,40229,1,No,No,External,0,Liability,No,2
Pontiac,Rural,Female,34,Policy Holder,Sedan,28993,1,No,No,External,1,Collision,No,1
Chevrolet,Urban,Male,32,Policy Holder,Sedan,24294,1,No,No,External,0,All Perils,No,1
Toyota,Urban,Male,32,Policy Holder,Sedan,30667,1,No,No,External,0,Collision,No,4
Toyota,Urban,Male,38,Policy Holder,Sedan,25855,1,No,No,External,2,All Perils,No,1
Chevrolet,Urban,Male,43,Policy Holder,Sedan,34111,1,No,No,External,6,All Perils,No,4
Pontiac,Rural,Male,36,Policy Holder,Sedan,17455,1,No,No,External,7,Collision,No,0
Mazda,Rural,Male,29,Policy Holder,Sedan,28243,1,No,No,External,0,Collision,No,1
Toyota,Urban,Female,22,Policy Holder,Sedan,15198,1,No,No,External,0,All Perils,No,1
Mazda,Urban,Male,62,Policy Holder,Sedan,20113,1,No,No,External,7,Collision,No,1
Pontiac,Urban,Male,50,Policy Holder,Sedan,26600,1,No,No,External,5,All Perils,No,0
Toyota,Urban,Male,59,Policy Holder,Sedan,26542,1,No,No,External,0,Collision,No,1
Pontiac,Rural,Male,41,Policy Holder,Sedan,24368,1,No,No,External,3,Collision,No,1
Mazda,Urban,Male,39,Policy Holder,Sedan,23421,1,No,No,External,0,Collision,No,4
Mazda,Urban,Male,32,Policy Holder,Sedan,27718,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Male,49,Policy Holder,Sedan,21991,1,No,No,External,0,Collision,No,0
Ford,Urban,Male,40,Policy Holder,Sedan,55691,1,No,No,External,6,All Perils,No,0
Toyota,Urban,Female,37,Policy Holder,Sedan,13511,1,Yes,No,External,0,Collision,No,1
Honda,Urban,Male,40,Policy Holder,Sedan,37775,1,No,No,External,6,Collision,No,3
Pontiac,Rural,Male,26,Policy Holder,Sedan,27903,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Male,39,Policy Holder,Sedan,25025,1,No,No,External,0,Collision,No,0
Chevrolet,Urban,Male,45,Policy Holder,Sedan,35269,1,No,No,External,6,Collision,No,2
Honda,Urban,Male,41,Policy Holder,Sedan,31411,1,No,No,External,0,Collision,No,3
Chevrolet,Urban,Male,32,Policy Holder,Sedan,28000,1,No,No,External,0,All Perils,No,0
Pontiac,Rural,Male,54,Policy Holder,Sedan,35779,1,No,No,External,0,Collision,No,1
Pontiac,Urban,Male,28,Policy Holder,Sedan,28720,1,No,No,External,0,Collision,No,1
Accura,Urban,Male,51,Policy Holder,Sedan,25742,1,No,No,External,0,All Perils,No,3
Toyota,Urban,Male,34,Policy Holder,Sedan,26246,1,No,No,External,0,All Perils,No,1
Mazda,Urban,Male,41,Policy Holder,Sedan,20282,1,No,No,External,0,All Perils,No,1
Toyota,Urban,Female,48,Policy Holder,Sedan,16334,1,No,No,External,0,All Perils,No,0
Honda,Urban,Male,33,Policy Holder,Sedan,21479,1,No,No,External,1,Collision,No,0
Pontiac,Urban,Male,35,Policy Holder,Sedan,20339,1,No,No,External,1,All Perils,No,2
Mazda,Urban,Male,30,Policy Holder,Sedan,21153,1,No,No,External,0,Collision,No,4
Mazda,Urban,Male,35,Policy Holder,Sedan,23387,1,No,No,External,0,Collision,No,0
Honda,Rural,Male,28,Policy Holder,Sedan,26186,1,No,No,External,0,Collision,No,2
Ford,Rural,Male,67,Policy Holder,Sedan,44626,1,No,No,External,2,Collision,No,3
Pontiac,Urban,Male,39,Policy Holder,Sedan,26258,1,No,Yes,External,0,Collision,No,0
Toyota,Urban,Male,40,Policy Holder,Sedan,21615,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Male,40,Policy Holder,Sedan,24809,1,No,No,External,0,All Perils,No,0
Mazda,Urban,Male,39,Policy Holder,Sedan,27811,1,No,No,External,1,Collision,No,1
Toyota,Urban,Male,73,Policy Holder,Sedan,15139,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,36,Policy Holder,Utility,42795,1,No,No,External,0,All Perils,No,5
Toyota,Urban,Male,35,Policy Holder,Sedan,27951,1,No,No,External,0,Collision,No,2
Mazda,Urban,Male,28,Policy Holder,Sedan,31421,1,No,No,External,0,All Perils,No,2
Honda,Urban,Male,34,Policy Holder,Sedan,27743,1,No,No,External,6,All Perils,No,1
Toyota,Rural,Male,63,Policy Holder,Sedan,27199,1,No,No,External,1,All Perils,No,0
Toyota,Urban,Male,27,Policy Holder,Sedan,21417,1,No,No,External,0,All Perils,No,0
Accura,Rural,Female,52,Policy Holder,Sedan,20083,1,No,No,External,1,Collision,No,3
Toyota,Urban,Male,21,Policy Holder,Sedan,26397,1,No,No,External,2,Collision,No,0
Honda,Urban,Male,56,Policy Holder,Sedan,33024,1,No,No,External,5,Collision,No,1
Toyota,Urban,Male,46,Policy Holder,Sedan,52751,1,No,No,External,5,Collision,No,0
Pontiac,Urban,Male,26,Policy Holder,Sedan,15751,1,No,No,External,0,All Perils,No,0
Mazda,Urban,Female,51,Policy Holder,Sedan,10011,1,No,No,External,3,All Perils,No,4
Accura,Rural,Male,72,Policy Holder,Sedan,24797,1,No,No,External,7,All Perils,No,0
Honda,Urban,Male,42,Policy Holder,Sedan,36068,1,No,No,External,0,Collision,No,3
Pontiac,Urban,Female,34,Policy Holder,Sedan,21629,1,No,No,External,0,Collision,No,5
Toyota,Urban,Male,32,Policy Holder,Sedan,25546,1,No,No,External,6,All Perils,No,6
Pontiac,Rural,Male,26,Policy Holder,Sedan,28416,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Male,41,Policy Holder,Sedan,12759,1,No,No,External,4,All Perils,No,0
Pontiac,Urban,Male,29,Policy Holder,Sedan,26085,1,No,No,External,0,All Perils,No,1
Mazda,Urban,Male,39,Policy Holder,Sedan,23791,1,No,No,External,0,Collision,No,3
Toyota,Rural,Male,42,Policy Holder,Sedan,15100,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Male,39,Policy Holder,Sedan,28727,1,No,No,External,0,Collision,No,0
Toyota,Urban,Male,27,Policy Holder,Sedan,20682,1,No,No,External,7,All Perils,No,2
Toyota,Urban,Male,37,Policy Holder,Sport,26355,1,No,No,External,1,Liability,No,2
Mazda,Urban,Male,35,Policy Holder,Sedan,24096,1,No,No,External,0,All Perils,No,3
Toyota,Rural,Male,34,Policy Holder,Sedan,24914,1,No,No,External,0,Collision,No,1
Pontiac,Urban,Male,31,Policy Holder,Sedan,34769,1,No,No,External,6,Collision,No,5
Pontiac,Urban,Male,28,Policy Holder,Sedan,33150,1,No,No,External,6,All Perils,No,1
Mazda,Urban,Male,32,Policy Holder,Sedan,27806,1,No,No,External,0,Collision,No,1
Pontiac,Urban,Male,43,Policy Holder,Sedan,56761,1,No,No,External,7,Collision,No,3
Mazda,Urban,Female,38,Policy Holder,Sedan,24814,1,No,No,External,0,Collision,No,1
Mazda,Urban,Male,34,Policy Holder,Sedan,37867,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Male,27,Policy Holder,Sedan,28421,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Female,35,Policy Holder,Sedan,18536,1,No,No,External,6,All Perils,No,1
Mazda,Urban,Male,31,Policy Holder,Sedan,21321,1,Yes,No,External,0,Collision,No,0
Pontiac,Urban,Male,31,Policy Holder,Sedan,23397,1,No,No,External,0,Collision,No,1
Toyota,Urban,Female,32,Policy Holder,Sedan,12584,1,No,No,External,1,All Perils,No,4
Toyota,Urban,Male,40,Policy Holder,Sedan,28599,1,No,No,External,2,All Perils,No,4
Pontiac,Urban,Male,24,Policy Holder,Sedan,26877,1,No,No,External,0,Collision,No,0
Toyota,Rural,Female,41,Policy Holder,Sedan,15797,1,No,No,External,3,All Perils,No,3
Toyota,Urban,Male,28,Policy Holder,Sedan,28932,1,No,No,External,6,All Perils,No,1
Chevrolet,Urban,Male,64,Policy Holder,Sport,28250,1,No,No,External,1,Liability,No,6
Chevrolet,Urban,Female,26,Policy Holder,Sedan,23398,1,No,No,External,6,Collision,No,4
Pontiac,Urban,Female,31,Policy Holder,Sedan,16863,1,No,No,External,0,Collision,No,0
Pontiac,Urban,Male,27,Policy Holder,Sedan,22459,1,No,No,External,7,All Perils,No,1
Pontiac,Urban,Male,36,Policy Holder,Utility,44909,1,No,No,External,0,All Perils,No,5
Ford,Urban,Male,32,Policy Holder,Sedan,24053,1,No,No,External,7,Collision,No,1
Accura,Urban,Male,52,Policy Holder,Sedan,33388,1,No,No,External,0,All Perils,No,4
Ford,Rural,Male,34,Policy Holder,Sedan,20693,1,No,No,External,0,Collision,No,2
Chevrolet,Urban,Male,38,Policy Holder,Sedan,34551,1,No,No,External,0,Collision,No,1
Pontiac,Urban,Male,24,Policy Holder,Sedan,22212,1,No,No,External,0,Collision,No,0
Honda,Urban,Male,27,Policy Holder,Sedan,21366,1,No,No,External,1,Collision,No,4
Toyota,Urban,Male,53,Policy Holder,Sport,25870,1,No,No,External,2,Liability,No,2
Chevrolet,Urban,Male,35,Policy Holder,Sedan,28782,1,No,No,External,0,All Perils,No,1
Pontiac,Urban,Male,61,Policy Holder,Sedan,14176,1,No,No,External,6,All Perils,No,1
Chevrolet,Urban,Female,49,Policy Holder,Sedan,23391,1,No,No,External,3,Collision,No,4
Toyota,Urban,Male,50,Policy Holder,Sport,20856,1,No,No,External,6,Liability,No,4
Dodge,Urban,Male,33,Policy Holder,Sedan,38819,1,No,No,External,0,All Perils,No,2
Pontiac,Rural,Male,32,Policy Holder,Sedan,28613,1,No,No,External,1,All Perils,No,1
Pontiac,Urban,Male,22,Policy Holder,Sedan,11819,1,No,No,External,0,All Perils,No,3
Pontiac,Urban,Male,48,Policy Holder,Sedan,24653,1,No,No,External,0,Collision,No,0
Pontiac,Rural,Male,26,Policy Holder,Sedan,47530,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,41,Policy Holder,Sedan,27091,1,No,No,External,3,All Perils,No,1
Pontiac,Urban,Male,22,Policy Holder,Sedan,36247,1,Yes,Yes,External,2,Collision,No,1
Mazda,Urban,Male,52,Policy Holder,Sedan,23173,1,Yes,No,External,3,All Perils,No,4
Pontiac,Urban,Male,39,Policy Holder,Sedan,26233,1,No,No,External,1,All Perils,No,1
Pontiac,Urban,Male,34,Policy Holder,Sedan,20505,1,No,No,External,2,Collision,No,3
Mazda,Urban,Male,45,Policy Holder,Sedan,25785,1,No,No,External,6,All Perils,No,0
Ford,Urban,Male,58,Policy Holder,Sedan,28384,1,No,No,External,0,All Perils,No,3
Toyota,Urban,Female,35,Policy Holder,Sedan,25579,1,No,No,External,4,All Perils,No,4
Mazda,Rural,Male,46,Policy Holder,Sedan,36151,1,No,No,External,0,Collision,No,0
Honda,Urban,Female,34,Policy Holder,Sedan,22671,1,No,No,External,6,Collision,No,6
Chevrolet,Urban,Female,35,Policy Holder,Sedan,26878,1,No,No,External,7,All Perils,No,2
Ford,Urban,Female,51,Policy Holder,Sedan,42662,1,No,No,External,0,Collision,No,1
Toyota,Urban,Male,27,Policy Holder,Sedan,28576,1,No,No,External,7,All Perils,No,3
Mazda,Urban,Male,68,Policy Holder,Sedan,23233,1,No,No,External,0,All Perils,No,4
Mazda,Urban,Male,58,Policy Holder,Sedan,25600,1,No,No,External,0,Collision,No,0
Chevrolet,Urban,Male,30,Policy Holder,Sedan,28311,1,No,No,External,6,All Perils,No,1
Pontiac,Urban,Male,28,Policy Holder,Sedan,30074,1,No,No,External,3,All Perils,No,0
Pontiac,Rural,Female,42,Policy Holder,Sedan,19968,1,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,50,Policy Holder,Sedan,20322,1,No,No,External,0,All Perils,Yes,0
Chevrolet,Urban,Male,37,Policy Holder,Sport,26875,1,No,No,External,2,Liability,No,4
Pontiac,Urban,Female,28,Policy Holder,Sport,37460,1,No,No,External,6,Liability,No,6
Chevrolet,Urban,Male,38,Policy Holder,Sedan,30437,1,No,No,External,2,Collision,No,4
Mercury,Urban,Male,36,Policy Holder,Sedan,20656,1,No,No,External,6,All Perils,No,1
Toyota,Rural,Male,29,Policy Holder,Sedan,24916,1,No,No,External,1,All Perils,No,2
Honda,Rural,Male,35,Policy Holder,Sedan,24691,1,No,No,External,4,All Perils,No,0
Pontiac,Urban,Male,33,Policy Holder,Sedan,20562,1,No,No,External,0,All Perils,No,1
Toyota,Rural,Male,35,Policy Holder,Sedan,23274,1,No,No,External,0,Collision,No,1
Pontiac,Urban,Female,31,Policy Holder,Sedan,11508,1,No,No,External,0,Collision,No,0
Pontiac,Urban,Female,30,Policy Holder,Sedan,18114,1,No,No,External,6,All Perils,No,1
Chevrolet,Urban,Male,32,Policy Holder,Sedan,25118,1,No,No,External,0,All Perils,No,0
Honda,Rural,Male,45,Policy Holder,Sedan,11826,1,No,No,External,0,All Perils,No,0
Chevrolet,Urban,Male,26,Policy Holder,Sedan,26206,1,No,No,External,0,Collision,No,4
Toyota,Urban,Male,35,Policy Holder,Sedan,16605,1,No,No,External,0,All Perils,No,1
Honda,Urban,Male,35,Policy Holder,Sedan,32653,1,No,No,External,1,All Perils,No,0
Honda,Urban,Male,28,Policy Holder,Sedan,31342,1,No,No,External,0,Collision,No,0
Dodge,Urban,Male,33,Policy Holder,Sedan,33659,1,No,No,External,0,All Perils,No,3
Pontiac,Urban,Male,22,Policy Holder,Sedan,14584,1,No,No,External,0,All Perils,No,3
Pontiac,Urban,Male,45,Policy Holder,Sedan,26867,1,No,No,External,0,Collision,No,0
Ford,Rural,Male,32,Policy Holder,Sedan,27393,1,No,No,External,0,All Perils,No,0
Toyota,Urban,Female,32,Policy Holder,Sedan,13303,1,No,No,External,2,All Perils,No,4
Pontiac,Urban,Male,52,Policy Holder,Sedan,34216,1,No,No,Internal,3,Collision,No,1
Toyota,Rural,Male,30,Policy Holder,Sedan,26930,1,No,No,External,0,Collision,No,0
Accura,Urban,Male,38,Policy Holder,Sedan,37684,1,No,No,External,0,All Perils,No,2
Pontiac,Urban,Male,52,Policy Holder,Sedan,37979,1,No,No,Internal,3,Collision,No,1
Pontiac,Rural,Male,37,Policy Holder,Sedan,20663,1,No,No,External,0,All Perils,No,1
Toyota,Rural,Male,29,Policy Holder,Sedan,25444,1,No,No,External,1,All Perils,No,4
Chevrolet,Urban,Male,32,Policy Holder,Sedan,33205,1,No,No,External,0,All Perils,No,0
Mazda,Urban,Male,29,Policy Holder,Sedan,22311,1,No,No,External,1,Collision,No,1
Pontiac,Rural,Male,36,Policy Holder,Sedan,15837,1,No,No,External,6,Collision,No,0
Pontiac,Urban,Male,49,Policy Holder,Sedan,22181,1,No,No,External,0,All Perils,No,1
Toyota,Urban,Male,28,Policy Holder,Sedan,12650,1,No,No,External,4,Collision,No,4
Pontiac,Urban,Male,31,Policy Holder,Sedan,10481,1,No,No,External,0,All Perils,No,1
Honda,Urban,Male,38,Policy Holder,Sedan,23040,1,No,No,External,2,Collision,No,0
Pontiac,Urban,Male,42,Policy Holder,Sedan,26680,1,No,No,External,0,All Perils,No,1
Toyota,Urban,Male,35,Policy Holder,Sedan,25125,1,No,No,External,0,All Perils,No,0
Chevrolet,Urban,Male,28,Policy Holder,Sedan,23676,1,No,No,External,0,Collision,No,2
Mazda,Urban,Female,46,Policy Holder,Sedan,30190,1,No,No,External,4,Collision,No,6
Pontiac,Rural,Male,53,Policy Holder,Sedan,15730,1,No,No,External,0,All Perils,No,1
Pontiac,Urban,Male,34,Policy Holder,Sedan,27595,1,No,No,External,2,Collision,No,4
Pontiac,Urban,Male,57,Policy Holder,Sedan,34135,1,No,No,External,4,Collision,No,5
Honda,Urban,Male,35,Policy Holder,Sedan,25049,1,No,No,External,2,Collision,No,2
